Movie Name,Year,Character,IMDb Rating,Box Office
Chicken Little,2005,Abby Mallard,5.7,135289768.0
Chicken Little,2005,Buck Cluck,5.7,135289768.0
Chicken Little,2005,Chicken Little,5.7,135289768.0
Chicken Little,2005,Fish Out of Water,5.7,135289768.0
Chicken Little,2005,Foxy Loxy,5.7,135289768.0
Chicken Little,2005,Goosey Loosey,5.7,135289768.0
Chicken Little,2005,Kirby,5.7,135289768.0
Chicken Little,2005,Melvin,5.7,135289768.0
Chicken Little,2005,Morcupine Porcupine,5.7,135289768.0
Chicken Little,2005,Mr. Woolensworth,5.7,135289768.0
Chicken Little,2005,Runt of the Litter,5.7,135289768.0
Chicken Little,2005,Tina,5.7,135289768.0
Chicken Little,2005,Turkey Lurkey,5.7,135289768.0
The Aristocats,1970,Abigail Gabble,7.1,
The Aristocats,1970,Amelia Gabble,7.1,
The Aristocats,1970,Berlioz,7.1,
The Aristocats,1970,Billy Boss,7.1,
The Aristocats,1970,Duchess,7.1,
The Aristocats,1970,Edgar Balthazar the Butler,7.1,
The Aristocats,1970,Frou-Frou,7.1,
The Aristocats,1970,Georges Hautecourt,7.1,
The Aristocats,1970,Hit Cat the English Cat,7.1,
The Aristocats,1970,Lafayette the Basset Hound,7.1,
The Aristocats,1970,Madame Adelaide Bonfamille,7.1,
The Aristocats,1970,Marie,7.1,
The Aristocats,1970,Napoleon the Bloodhound,7.1,
The Aristocats,1970,Peppo the Italian Cat,7.1,
The Aristocats,1970,Roquefort the Mouse,7.1,
The Aristocats,1970,Scat Cat,7.1,
The Aristocats,1970,Shun Gon the Chinese Cat,7.1,
The Aristocats,1970,Thomas O'Malley,7.1,
The Aristocats,1970,Toulouse,7.1,
The Aristocats,1970,Uncle Waldo,7.1,
Aladdin and the Return of Jafar,1994,Abis Mal,5.9,
Aladdin,1992,Abu,8.0,
Aladdin,1992,Aladdin,8.0,
Aladdin,1992,Genie,8.0,
Aladdin,1992,Iago,8.0,
Aladdin,1992,Jafar,8.0,
Aladdin,1992,Magic Carpet,8.0,
Aladdin,1992,Princess Jasmine,8.0,
Aladdin,1992,Rajah,8.0,
Aladdin,1992,Razoul,8.0,
Aladdin,1992,The Sultan,8.0,
The Hunchback of Notre Dame,1996,Achilles,6.9,
The Hunchback of Notre Dame,1996,The Archdeacon,6.9,
The Hunchback of Notre Dame,1996,Captain Phoebus,6.9,
The Hunchback of Notre Dame,1996,Clopin Trouillefou,6.9,
The Hunchback of Notre Dame,1996,Djali,6.9,
The Hunchback of Notre Dame,1996,Esmeralda,6.9,
The Hunchback of Notre Dame,1996,Hugo,6.9,
The Hunchback of Notre Dame,1996,Judge Claude Frollo,6.9,
The Hunchback of Notre Dame,1996,Laverne,6.9,
The Hunchback of Notre Dame,1996,Quasimodo,6.9,
The Hunchback of Notre Dame,1996,Victor,6.9,
The Little Mermaid,1989,Adella,7.6,
The Little Mermaid,1989,Alana,7.6,
The Little Mermaid,1989,Andrina,7.6,
The Little Mermaid,1989,Aquata,7.6,
The Little Mermaid,1989,Ariel,7.6,
The Little Mermaid,1989,Arista,7.6,
The Little Mermaid,1989,Attina,7.6,
The Little Mermaid,1989,Carlotta the Maid,7.6,
The Little Mermaid,1989,Chef Louis,7.6,
The Little Mermaid,1989,Eric,7.6,
The Little Mermaid,1989,Flotsam and Jetsam,7.6,
The Little Mermaid,1989,Flounder,7.6,
The Little Mermaid,1989,Grimsby,7.6,
The Little Mermaid,1989,Harold the Seahorse,7.6,
The Little Mermaid,1989,King Triton,7.6,
The Little Mermaid,1989,Max the Sheepdog,7.6,
The Little Mermaid,1989,Prince Eric,7.6,
The Little Mermaid,1989,Scuttle,7.6,
The Little Mermaid,1989,Sebastian,7.6,
The Little Mermaid,1989,Ursula,7.6,
The Little Mermaid,1989,Vanessa (The Little Mermaid),7.6,
The Aristocats,1970,Adelaide,7.1,
Wreck-It Ralph,2012,Adorabeezle Winterpop,7.7,189412677.0
Wreck-It Ralph,2012,Candlehead,7.7,189412677.0
Wreck-It Ralph,2012,Crumbelina DiCaramello,7.7,189412677.0
Wreck-It Ralph,2012,Duncan,7.7,189412677.0
Wreck-It Ralph,2012,"Fix-It Felix, Jr.",7.7,189412677.0
Wreck-It Ralph,2012,General Hologram,7.7,189412677.0
Wreck-It Ralph,2012,Gloyd Orangeboar,7.7,189412677.0
Wreck-It Ralph,2012,Jubileena Bing-Bing,7.7,189412677.0
Wreck-It Ralph,2012,King Candy/Turbo,7.7,189412677.0
Wreck-It Ralph,2012,Mr. Litwak,7.7,189412677.0
Wreck-It Ralph,2012,Markowski,7.7,189412677.0
Wreck-It Ralph,2012,Minty Zaki,7.7,189412677.0
Wreck-It Ralph,2012,Rancis Fluggerbutter,7.7,189412677.0
Wreck-It Ralph,2012,Sergeant Calhoun,7.7,189412677.0
Wreck-It Ralph,2012,Snowanna Rainbeau,7.7,189412677.0
Wreck-It Ralph,2012,Sour Bill,7.7,189412677.0
Wreck-It Ralph,2012,"Swizzle ""The Swizz"" Malarkey",7.7,189412677.0
Wreck-It Ralph,2012,Taffyta Muttonfudge,7.7,189412677.0
Wreck-It Ralph,2012,Vanellope von Schweetz,7.7,189412677.0
Wreck-It Ralph,2012,Wreck-It Ralph,7.7,189412677.0
Wreck-It Ralph,2012,Wynchel,7.7,189412677.0
Bolt,2008,The Agent,6.8,114053579.0
Bolt,2008,Blake,6.8,114053579.0
Bolt,2008,Bolt,6.8,114053579.0
Bolt,2008,The Director,6.8,114053579.0
Bolt,2008,Dr. Calico,6.8,114053579.0
Bolt,2008,Dr. Forrester,6.8,114053579.0
Bolt,2008,Mindy,6.8,114053579.0
Bolt,2008,Mittens,6.8,114053579.0
Bolt,2008,Penny,6.8,114053579.0
Bolt,2008,Penny's Mom,6.8,114053579.0
Bolt,2008,Rhino,6.8,114053579.0
Bolt,2008,Thug,6.8,114053579.0
Bolt,2008,Veteran Cat,6.8,114053579.0
Lilo & Stitch,2002,Agent Wendy Pleakley,7.2,145771527.0
Lilo & Stitch,2002,Cobra Bubbles,7.2,145771527.0
Lilo & Stitch,2002,David Kawena,7.2,145771527.0
Lilo & Stitch,2002,Dr. Jumba Jookiba,7.2,145771527.0
Lilo & Stitch,2002,Captain Gantu,7.2,145771527.0
Lilo & Stitch,2002,Grand Councilwoman,7.2,145771527.0
Lilo & Stitch,2002,Lilo Pelekai,7.2,145771527.0
Lilo & Stitch,2002,Mertle Edmonds,7.2,145771527.0
Lilo & Stitch,2002,Mrs. Hasagawa,7.2,145771527.0
Lilo & Stitch,2002,Nani Pelekai,7.2,145771527.0
Lilo & Stitch,2002,Stitch,7.2,145771527.0
Donald Duck and the Gorilla,1944,Ajax the Gorilla,7.4,
The Jungle Book,2016,Akela,7.4,363995937.0
The Jungle Book,2016,Bagheera,7.4,363995937.0
The Jungle Book,2016,Baloo Bear,7.4,363995937.0
The Jungle Book,2016,Buzzie the Vulture,7.4,363995937.0
The Jungle Book,2016,Colonel Hathi,7.4,363995937.0
The Jungle Book,2016,Dizzie the Vulture,7.4,363995937.0
The Jungle Book,2016,Father Wolf,7.4,363995937.0
The Jungle Book,2016,Flaps the Vulture,7.4,363995937.0
The Jungle Book,2016,Flunkey the Baboon,7.4,363995937.0
The Jungle Book,2016,Junior,7.4,363995937.0
The Jungle Book,2016,Kaa,7.4,363995937.0
The Jungle Book,2016,King Louie,7.4,363995937.0
The Jungle Book,2016,Mowgli,7.4,363995937.0
The Jungle Book,2016,Shanti (The Girl),7.4,363995937.0
The Jungle Book,2016,Shere Khan,7.4,363995937.0
The Jungle Book,2016,Winifred the Elephant,7.4,363995937.0
The Jungle Book,2016,Ziggy the Vulture,7.4,363995937.0
Lady and the Tramp,1955,Al the Alligator,7.3,
Lady and the Tramp,1955,Aunt Sarah,7.3,
Lady and the Tramp,1955,Beaver,7.3,
Lady and the Tramp,1955,Darling,7.3,
Lady and the Tramp,1955,Jim Dear,7.3,
Lady and the Tramp,1955,Jock,7.3,
Lady and the Tramp,1955,Lady,7.3,
Lady and the Tramp,1955,Peg,7.3,
Lady and the Tramp,1955,Si & Am,7.3,
Lady and the Tramp,1955,Tramp,7.3,
Lady and the Tramp,1955,Trusty,7.3,
Dinosaur,2000,Aladar,6.5,135606304.0
Dinosaur,2000,Baylene,6.5,135606304.0
Dinosaur,2000,Bruton,6.5,135606304.0
Dinosaur,2000,Eema,6.5,135606304.0
Dinosaur,2000,Kron,6.5,135606304.0
Dinosaur,2000,Neera,6.5,135606304.0
Dinosaur,2000,Plio,6.5,135606304.0
Dinosaur,2000,Suri,6.5,135606304.0
Dinosaur,2000,Url,6.5,135606304.0
Dinosaur,2000,Yar,6.5,135606304.0
Dinosaur,2000,Zini,6.5,135606304.0
Home on the Range,2004,Alameda Slim,5.3,49887802.0
Home on the Range,2004,Audrey the Chicken,5.3,49887802.0
Home on the Range,2004,Buck,5.3,49887802.0
Home on the Range,2004,Grace,5.3,49887802.0
Home on the Range,2004,Jeb the Goat,5.3,49887802.0
Home on the Range,2004,Junior the Buffalo,5.3,49887802.0
Home on the Range,2004,Larry the Duck,5.3,49887802.0
Home on the Range,2004,Lucky Jack,5.3,49887802.0
Home on the Range,2004,Maggie,5.3,49887802.0
Home on the Range,2004,Mrs. Calloway,5.3,49887802.0
Home on the Range,2004,Ollie the Pig,5.3,49887802.0
Home on the Range,2004,Pearl Gesner,5.3,49887802.0
Home on the Range,2004,Rico,5.3,49887802.0
Home on the Range,2004,Rusty the Dog,5.3,49887802.0
Home on the Range,2004,Sam the Sheriff,5.3,49887802.0
Home on the Range,2004,Wesley,5.3,49887802.0
Robin Hood,2010,Alan-a-Dale,6.6,105219735.0
Robin Hood,2010,Friar Tuck,6.6,105219735.0
Robin Hood,2010,King Richard,6.6,105219735.0
Robin Hood,2010,Lady Kluck,6.6,105219735.0
Robin Hood,2010,Little John,6.6,105219735.0
Robin Hood,2010,Maid Marian,6.6,105219735.0
Robin Hood,2010,Mother Rabbit,6.6,105219735.0
Robin Hood,2010,Nutsy the Vulture,6.6,105219735.0
Robin Hood,2010,Otto,6.6,105219735.0
Robin Hood,2010,Prince John,6.6,105219735.0
Robin Hood,2010,Robin Hood,6.6,105219735.0
Robin Hood,2010,Sheriff of Nottingham,6.6,105219735.0
Robin Hood,2010,Sir Hiss,6.6,105219735.0
Robin Hood,2010,Sis Bunny,6.6,105219735.0
Robin Hood,2010,Skippy Bunny,6.6,105219735.0
Robin Hood,2010,Tagalong Bunny,6.6,105219735.0
Robin Hood,2010,Toby Turtle,6.6,105219735.0
Robin Hood,2010,Trigger the Vulture,6.6,105219735.0
Hercules,1997,Alcmene,7.3,
Hercules,1997,Amphitryon,7.3,
Hercules,1997,Apollo,7.3,
Hercules,1997,Atropos,7.3,
Hercules,1997,Calliope,7.3,
Hercules,1997,Clio,7.3,
Hercules,1997,Clotho,7.3,
Hercules,1997,Demetrius,7.3,
Hercules,1997,Hades,7.3,
Hercules,1997,Hera,7.3,
Hercules,1997,Hercules,7.3,
Hercules,1997,Hermes,7.3,
Hercules,1997,Lachesis,7.3,
Hercules,1997,Megara,7.3,
Hercules,1997,Melpomene,7.3,
Hercules,1997,Nessus,7.3,
Hercules,1997,Pain and Panic,7.3,
Hercules,1997,Pegasus,7.3,
Hercules,1997,Philoctetes,7.3,
Hercules,1997,Terpsichore,7.3,
Hercules,1997,Thalia,7.3,
Hercules,1997,Zeus,7.3,
Alice in Wonderland,2010,Alice,6.4,319323000.0
Alice in Wonderland,2010,Alice's Sister,6.4,319323000.0
Alice in Wonderland,2010,Bill the Lizard,6.4,319323000.0
Alice in Wonderland,2010,The Carpenter,6.4,319323000.0
Alice in Wonderland,2010,The Caterpillar,6.4,319323000.0
Alice in Wonderland,2010,Cheshire Cat,6.4,319323000.0
Alice in Wonderland,2010,Dinah the Cat,6.4,319323000.0
Alice in Wonderland,2010,The Dodo,6.4,319323000.0
Alice in Wonderland,2010,The Doorknob,6.4,319323000.0
Alice in Wonderland,2010,The Dormouse,6.4,319323000.0
Alice in Wonderland,2010,The King of Hearts,6.4,319323000.0
Alice in Wonderland,2010,Mad Hatter,6.4,319323000.0
Alice in Wonderland,2010,March Hare,6.4,319323000.0
Alice in Wonderland,2010,The Queen of Hearts,6.4,319323000.0
Alice in Wonderland,2010,The Rose,6.4,319323000.0
Alice in Wonderland,2010,Tweedledum and Tweedledee,6.4,319323000.0
Alice in Wonderland,2010,The Walrus,6.4,319323000.0
Alice in Wonderland,2010,White Rabbit,6.4,319323000.0
Make Mine Music,1946,Alice Bluebonnet,6.3,
The Fox and the Hound,1981,Amos Slade,7.3,
The Fox and the Hound,1981,Big Mama,7.3,
The Fox and the Hound,1981,Boomer,7.3,
The Fox and the Hound,1981,Chief,7.3,
The Fox and the Hound,1981,Copper,7.3,
The Fox and the Hound,1981,Dinky,7.3,
The Fox and the Hound,1981,Squeaks the Caterpillar,7.3,
The Fox and the Hound,1981,Tod,7.3,
The Fox and the Hound,1981,Vixey,7.3,
The Fox and the Hound,1981,Widow Tweed,7.3,
Cinderella,2015,Anastasia Tremaine,6.9,183327144.0
Cinderella,2015,Bruno the Dog,6.9,183327144.0
Cinderella,2015,Cinderella,6.9,183327144.0
Cinderella,2015,The Doorman,6.9,183327144.0
Cinderella,2015,Drizella Tremaine,6.9,183327144.0
Cinderella,2015,Fairy Godmother,6.9,183327144.0
Cinderella,2015,Footman,6.9,183327144.0
Cinderella,2015,The Grand Duke,6.9,183327144.0
Cinderella,2015,Gus Lollygagger,6.9,183327144.0
Cinderella,2015,"Jackson ""Jaq"" Hopscotch",6.9,183327144.0
Cinderella,2015,The King,6.9,183327144.0
Cinderella,2015,Lady Tremaine,6.9,183327144.0
Cinderella,2015,Lucifer the Cat,6.9,183327144.0
Cinderella,2015,Major the Horse,6.9,183327144.0
Cinderella,2015,Prince Charming,6.9,183327144.0
Brother Bear 2,2006,Anda,6.2,
Brother Bear 2,2006,Atka,6.2,
Brother Bear 2,2006,Aunt Siqiniq,6.2,
Brother Bear 2,2006,Aunt Taqqiq,6.2,
Brother Bear 2,2006,Hoonah,6.2,
Brother Bear 2,2006,Innoko,6.2,
Brother Bear 2,2006,Kata,6.2,
Brother Bear 2,2006,Nita,6.2,
Lilo & Stitch,2002,Angel (Experiment 624),7.2,145771527.0
Beauty and the Beast: The Enchanted Christmas,1997,Angelique,6.1,
Beauty and the Beast: The Enchanted Christmas,1997,Axe,6.1,
Beauty and the Beast: The Enchanted Christmas,1997,The Enchantress,6.1,
Beauty and the Beast: The Enchanted Christmas,1997,Fife the Piccolo,6.1,
Beauty and the Beast: The Enchanted Christmas,1997,Forte the Pipe Organ,6.1,
The Adventures of Ichabod and Mr. Toad,1949,Angus MacBadger,7.0,
The Adventures of Ichabod and Mr. Toad,1949,Cyril Proudbottom,7.0,
The Adventures of Ichabod and Mr. Toad,1949,Headless Horseman,7.0,
The Adventures of Ichabod and Mr. Toad,1949,Ichabod Crane,7.0,
The Adventures of Ichabod and Mr. Toad,1949,J. Thaddeus Toad,7.0,
The Adventures of Ichabod and Mr. Toad,1949,Katrina Van Tassel,7.0,
The Adventures of Ichabod and Mr. Toad,1949,Moley,7.0,
The Adventures of Ichabod and Mr. Toad,1949,Ratty,7.0,
The Adventures of Ichabod and Mr. Toad,1949,Winkie the Barman,7.0,
101 Dalmatians,1996,Anita Radcliffe,5.7,
101 Dalmatians,1996,The Colonel,5.7,
101 Dalmatians,1996,Cruella de Vil [a.k.a. De Vil],5.7,
101 Dalmatians,1996,Horace & Jasper,5.7,
101 Dalmatians,1996,Perdita,5.7,
101 Dalmatians,1996,Pongo,5.7,
101 Dalmatians,1996,Roger Radcliffe,5.7,
101 Dalmatians,1996,Sgt. Tibbs,5.7,
Frozen,2013,Anna,7.5,400736600.0
Frozen,2013,Duke of Weselton,7.5,400736600.0
Frozen,2013,Elsa,7.5,400736600.0
Frozen,2013,Kristoff,7.5,400736600.0
Frozen,2013,Oaken,7.5,400736600.0
Frozen,2013,Olaf,7.5,400736600.0
Frozen,2013,Prince Hans,7.5,400736600.0
Frozen,2013,Sven,7.5,400736600.0
House of Mouse,2001,April,7.6,
House of Mouse,2001,June,7.6,
House of Mouse,2001,May,7.6,
House of Mouse,2001,Mike the Microphone,7.6,
The Three Caballeros,1944,Aracuan Bird,6.5,
The Three Caballeros,1944,Panchito Pistoles,6.5,
Tarzan,1999,Archimedes Q. Porter,7.3,
Tarzan,1999,Clayton,7.3,
Tarzan,1999,Jane Porter,7.3,
Tarzan,1999,Kala,7.3,
Tarzan,1999,Kerchak,7.3,
Tarzan,1999,Mungo,7.3,
Tarzan,1999,Tantor,7.3,
Tarzan,1999,Tantor's Mother,7.3,
Tarzan,1999,Tarzan,7.3,
Tarzan,1999,Terk,7.3,
The Sword in the Stone,1963,Archimedes,7.2,
The Sword in the Stone,1963,Arthur/Wart,7.2,
The Sword in the Stone,1963,Black Bart,7.2,
The Sword in the Stone,1963,Madam Mim,7.2,
The Sword in the Stone,1963,Merlin,7.2,
The Sword in the Stone,1963,Sir Ector,7.2,
The Sword in the Stone,1963,Sir Kay,7.2,
The Sword in the Stone,1963,Sir Pellinore,7.2,
Beauty and the Beast,1991,Armoire,8.0,47611331.0
Beauty and the Beast,1991,Babette,8.0,47611331.0
Beauty and the Beast,1991,Baker,8.0,47611331.0
Beauty and the Beast,1991,Beast,8.0,47611331.0
Beauty and the Beast,1991,Belle,8.0,47611331.0
Beauty and the Beast,1991,Bimbette,8.0,47611331.0
Beauty and the Beast,1991,Bookseller,8.0,47611331.0
Beauty and the Beast,1991,Chef Bouche,8.0,47611331.0
Beauty and the Beast,1991,Chip Potts,8.0,47611331.0
Beauty and the Beast,1991,Cogsworth,8.0,47611331.0
Beauty and the Beast,1991,Fifi the Featherduster,8.0,47611331.0
Beauty and the Beast,1991,Gaston,8.0,47611331.0
Beauty and the Beast,1991,Le Fou,8.0,47611331.0
Beauty and the Beast,1991,Lumière,8.0,47611331.0
Beauty and the Beast,1991,Maurice,8.0,47611331.0
Beauty and the Beast,1991,Monsieur D'Arque,8.0,47611331.0
Beauty and the Beast,1991,Mrs. Potts,8.0,47611331.0
Beauty and the Beast,1991,Philippe the Horse,8.0,47611331.0
Beauty and the Beast,1991,Sultan the Footstool,8.0,47611331.0
Jungle Cubs,1996,Arthur,6.3,
Jungle Cubs,1996,Cecil the Vulture,6.3,
Jungle Cubs,1996,Mahra the Baboon,6.3,
Jungle Cubs,1996,Ned the Baboon,6.3,
Zootopia,2016,Assistant Mayor Dawn Bellwether,8.0,341264012.0
Zootopia,2016,Benjamin Clawhauser,8.0,341264012.0
Zootopia,2016,Bonnie Hopps,8.0,341264012.0
Zootopia,2016,Bucky Oryx-Antlerson,8.0,341264012.0
Zootopia,2016,Chief Bogo,8.0,341264012.0
Zootopia,2016,Doug Ramses,8.0,341264012.0
Zootopia,2016,Duke Weaselton,8.0,341264012.0
Zootopia,2016,Emmitt Otterton,8.0,341264012.0
Zootopia,2016,Finnick,8.0,341264012.0
Zootopia,2016,Flash,8.0,341264012.0
Zootopia,2016,Gazelle,8.0,341264012.0
Zootopia,2016,Jerry Jumbeaux Jr.,8.0,341264012.0
Zootopia,2016,Jesse the Ram,8.0,341264012.0
Zootopia,2016,Judy Hopps,8.0,341264012.0
Zootopia,2016,Mayor Lionheart,8.0,341264012.0
Zootopia,2016,Mr. Big,8.0,341264012.0
Zootopia,2016,Mrs. Otterton,8.0,341264012.0
Zootopia,2016,"Nicholas ""Nick"" P. Wilde",8.0,341264012.0
Zootopia,2016,Pronk Oryx-Antlerson,8.0,341264012.0
Zootopia,2016,Stu Hopps,8.0,341264012.0
Zootopia,2016,Woolter the Ram,8.0,341264012.0
Zootopia,2016,Yax,8.0,341264012.0
Atlantis: The Lost Empire,2001,Audrey Ramirez,6.9,83561615.0
Atlantis: The Lost Empire,2001,Commander Lyle Rourke,6.9,83561615.0
Atlantis: The Lost Empire,2001,Cookie,6.9,83561615.0
Atlantis: The Lost Empire,2001,Dr. Joshua Sweet,6.9,83561615.0
Atlantis: The Lost Empire,2001,Fenton Q. Harcourt,6.9,83561615.0
Atlantis: The Lost Empire,2001,"Gaetan ""Mole"" Moliére",6.9,83561615.0
Atlantis: The Lost Empire,2001,Helga Sinclair,6.9,83561615.0
Atlantis: The Lost Empire,2001,King Kashekim Nedakh,6.9,83561615.0
Atlantis: The Lost Empire,2001,Milo Thatch,6.9,83561615.0
Atlantis: The Lost Empire,2001,Preston B. Whitmore,6.9,83561615.0
Atlantis: The Lost Empire,2001,Princess Kidagakash,6.9,83561615.0
Atlantis: The Lost Empire,2001,"Vincenzo ""Vinny"" Santorini",6.9,83561615.0
Atlantis: The Lost Empire,2001,Wilhelmina Packard,6.9,83561615.0
Sleeping Beauty,1959,Aurora,7.2,
Sleeping Beauty,1959,Diablo the Raven,7.2,
Sleeping Beauty,1959,Fauna,7.2,
Sleeping Beauty,1959,Flora,7.2,
Sleeping Beauty,1959,King Hubert,7.2,
Sleeping Beauty,1959,King Stefan,7.2,
Sleeping Beauty,1959,Maleficent,7.2,
Sleeping Beauty,1959,Merryweather,7.2,
Sleeping Beauty,1959,Prince Phillip,7.2,
Sleeping Beauty,1959,Queen Leah,7.2,
Sleeping Beauty,1959,Samson the Horse,7.2,
Mickey Mouse Clubhouse,2006,Baby Red Bird,5.7,
Mickey Mouse Clubhouse,2006,Bella,5.7,
Mickey Mouse Clubhouse,2006,Mr. Pettibone,5.7,
DuckTales,1987,Babyface Beagle,8.1,
DuckTales,1987,Backwoods Beagle,8.1,
DuckTales,1987,Bacon Beagle,8.1,
DuckTales,1987,Baggy Beagle,8.1,
DuckTales,1987,Bankjob Beagle,8.1,
DuckTales,1987,Bentina Beakley,8.1,
DuckTales,1987,Bigtime Beagle,8.1,
DuckTales,1987,Binky Beagle,8.1,
DuckTales,1987,Bomber Beagle,8.1,
DuckTales,1987,Bouncer Beagle,8.1,
DuckTales,1987,Bugle Beagle,8.1,
DuckTales,1987,Burger Beagle,8.1,
DuckTales,1987,Dijon the Thief,8.1,
DuckTales,1987,Doofus Drake,8.1,
DuckTales,1987,Duckworth,8.1,
DuckTales,1987,El Capitan,8.1,
DuckTales,1987,Fenton Crackshell (Gizmoduck),8.1,
DuckTales,1987,Flintheart Glomgold,8.1,
DuckTales,1987,Gladstone Gander,8.1,
DuckTales,1987,Glittering Goldie,8.1,
DuckTales,1987,Gyro Gearloose,8.1,
DuckTales,1987,Launchpad McQuack,8.1,
DuckTales,1987,Ma Beagle,8.1,
DuckTales,1987,Magica De Spell,8.1,
DuckTales,1987,Megabyte Beagle,8.1,
DuckTales,1987,Merlock the Magician,8.1,
DuckTales,1987,Mrs. Featherby,8.1,
DuckTales,1987,The Phantom Blot,8.1,
DuckTales,1987,Poe De Spell,8.1,
DuckTales,1987,Scrooge McDuck,8.1,
DuckTales,1987,Webby Vanderquack,8.1,
Sofia the First,2013,Baileywick,7.0,
Sofia the First,2013,Cedric the Sorcerer,7.0,
Sofia the First,2013,Clover,7.0,
Sofia the First,2013,King Roland II,7.0,
Sofia the First,2013,Miss Nettle,7.0,
Sofia the First,2013,Prince James,7.0,
Sofia the First,2013,Princess Amber,7.0,
Sofia the First,2013,Queen Miranda,7.0,
Sofia the First,2013,Princess Sofia,7.0,
Sofia the First,2013,Wormwood the Raven,7.0,
Fantasia 2000,1999,Ballerina,7.2,
Fantasia 2000,1999,Duke,7.2,
Fantasia 2000,1999,The Firebird,7.2,
Fantasia 2000,1999,Jack-in-the-Box,7.2,
Fantasia 2000,1999,Jobless Joe,7.2,
Fantasia 2000,1999,Rachel,7.2,
Fantasia 2000,1999,Spring Sprite,7.2,
Fantasia 2000,1999,Yo-Yo,7.2,
Bambi,1942,Bambi,7.3,
Bambi,1942,Bambi's Mother,7.3,
Bambi,1942,Faline,7.3,
Bambi,1942,Flower,7.3,
Bambi,1942,Friend Owl,7.3,
Bambi,1942,Great Prince of the Forest,7.3,
