Movie Name,Year,Character,IMDb Rating,Box Office
Bambi,1942,Man the Hunter,7.3,
Bambi,1942,Mrs. Possum,7.3,
Bambi,1942,Mrs. Quail,7.3,
Bambi,1942,Thumper,7.3,
Bambi,1942,Thumper's Mother,7.3,
The Lion King,1994,Banzai,8.5,94240635.0
The Lion King,1994,Ed,8.5,94240635.0
The Lion King,1994,Mufasa,8.5,94240635.0
The Lion King,1994,Nala,8.5,94240635.0
The Lion King,1994,Pumbaa,8.5,94240635.0
The Lion King,1994,Rafiki,8.5,94240635.0
The Lion King,1994,Sarabi,8.5,94240635.0
The Lion King,1994,Sarafina,8.5,94240635.0
The Lion King,1994,Scar,8.5,94240635.0
The Lion King,1994,Shenzi,8.5,94240635.0
The Lion King,1994,Simba,8.5,94240635.0
The Lion King,1994,Timon,8.5,94240635.0
The Lion King,1994,Zazu,8.5,94240635.0
The Great Mouse Detective,1986,Bartholomew,7.2,
The Great Mouse Detective,1986,Basil of Baker Street,7.2,
The Great Mouse Detective,1986,Dr. David Q. Dawson,7.2,
The Great Mouse Detective,1986,Felicia the Cat,7.2,
The Great Mouse Detective,1986,Fidget,7.2,
The Great Mouse Detective,1986,Hiram Flaversham,7.2,
The Great Mouse Detective,1986,Lady Mouse,7.2,
The Great Mouse Detective,1986,Miss Kitty,7.2,
The Great Mouse Detective,1986,Mrs. Judson,7.2,
The Great Mouse Detective,1986,Olivia Flaversham,7.2,
The Great Mouse Detective,1986,Professor Ratigan,7.2,
The Great Mouse Detective,1986,Queen Mousetoria,7.2,
The Great Mouse Detective,1986,Toby the Dog,7.2,
Snow White and the Seven Dwarfs,1937,Bashful,7.6,
Snow White and the Seven Dwarfs,1937,Doc,7.6,
Snow White and the Seven Dwarfs,1937,Dopey,7.6,
Snow White and the Seven Dwarfs,1937,Grumpy,7.6,
Snow White and the Seven Dwarfs,1937,Happy,7.6,
Snow White and the Seven Dwarfs,1937,Humbert the Huntsman,7.6,
Snow White and the Seven Dwarfs,1937,The Magic Mirror,7.6,
Snow White and the Seven Dwarfs,1937,Prince,7.6,
Snow White and the Seven Dwarfs,1937,Queen Grimhilde,7.6,
Snow White and the Seven Dwarfs,1937,Sleepy,7.6,
Snow White and the Seven Dwarfs,1937,Sneezy,7.6,
Snow White and the Seven Dwarfs,1937,Snow White,7.6,
Big Hero 6,2014,Baymax,7.8,
Big Hero 6,2014,Cass Hamada,7.8,
Big Hero 6,2014,Fred,7.8,
Big Hero 6,2014,Go Go Tomago,7.8,
Big Hero 6,2014,Hiro Hamada,7.8,
Big Hero 6,2014,Honey Lemon (Disney),7.8,
Big Hero 6,2014,Mochi,7.8,
Big Hero 6,2014,Mr. Yama,7.8,
Big Hero 6,2014,Tadashi Hamada,7.8,
Big Hero 6,2014,Wasabi,7.8,
Bedknobs and Broomsticks,1971,Bear,7.1,
Bedknobs and Broomsticks,1971,Codfish,7.1,
Bedknobs and Broomsticks,1971,King Leonidas,7.1,
Bedknobs and Broomsticks,1971,Secretary Bird,7.1,
The Country Bears,2002,Beary Barrington,4.1,16892873.0
The Country Bears,2002,Big Al,4.1,16892873.0
The Country Bears,2002,Dex Barrington,4.1,16892873.0
The Country Bears,2002,Ted Betterhead,4.1,16892873.0
Pocahontas,1995,Ben,6.7,
Pocahontas,1995,Captain John Smith,6.7,
Pocahontas,1995,Chief Powhatan,6.7,
Pocahontas,1995,Flit,6.7,
Pocahontas,1995,Governor John Ratcliffe,6.7,
Pocahontas,1995,Grandmother Willow,6.7,
Pocahontas,1995,John Smith,6.7,
Pocahontas,1995,Kekata the Medicine man,6.7,
Pocahontas,1995,Kocoum,6.7,
Pocahontas,1995,Meeko,6.7,
Pocahontas,1995,Nakoma,6.7,
Pocahontas,1995,Percy,6.7,
Pocahontas,1995,Pocahontas,6.7,
Pocahontas,1995,Thomas,6.7,
Pocahontas,1995,Wiggins,6.7,
Fantasia,1940,Ben Ali Gator,7.8,
Fantasia,1940,Chernabog,7.8,
Fantasia,1940,Hyacinth Hippo,7.8,
Fantasia,1940,Madame Upanova,7.8,
Fantasia,1940,Melinda,7.8,
Fantasia,1940,Yen Sid,7.8,
The Legend of Coyote Rock,1945,Bent-Tail the Coyote,6.6,
Sheep Dog,1949,Bent-Tail Junior,6.2,
An Extremely Goofy Movie,2000,Beret Girl,6.3,
An Extremely Goofy Movie,2000,Bradley Uppercrust III,6.3,
An Extremely Goofy Movie,2000,Sylvia Marpole,6.3,
An Extremely Goofy Movie,2000,Tank,6.3,
The Rescuers,1977,Bernard,6.9,
The Rescuers,1977,Brutus and Nero,6.9,
The Rescuers,1977,Chair Mouse,6.9,
The Rescuers,1977,Digger the Mole,6.9,
The Rescuers,1977,Ellie Mae,6.9,
The Rescuers,1977,Evinrude,6.9,
The Rescuers,1977,Gramps,6.9,
The Rescuers,1977,Luke,6.9,
The Rescuers,1977,Madame Medusa,6.9,
The Rescuers,1977,Miss Bianca,6.9,
The Rescuers,1977,Mr. Snoops,6.9,
The Rescuers,1977,Orville,6.9,
The Rescuers,1977,Penny,6.9,
The Rescuers,1977,Rufus,6.9,
The Lion Guard,2016,Beshte,6.5,
The Lion Guard,2016,Bunga,6.5,
The Lion Guard,2016,Fuli,6.5,
The Lion Guard,2016,Kion,6.5,
The Lion Guard,2016,Ono,6.5,
Three Little Pigs,1933,Big Bad Wolf,7.5,
Three Little Pigs,1933,Fiddler Pig,7.5,
Three Little Pigs,1933,Fifer Pig,7.5,
Three Little Pigs,1933,Practical Pig,7.5,
Treasure Planet,2002,Billy Bones,7.2,38120554.0
Treasure Planet,2002,Captain Amelia,7.2,38120554.0
Treasure Planet,2002,Dr. Delbert Doppler,7.2,38120554.0
Treasure Planet,2002,Hands,7.2,38120554.0
Treasure Planet,2002,Jim Hawkins,7.2,38120554.0
Treasure Planet,2002,John Silver,7.2,38120554.0
Treasure Planet,2002,Morph,7.2,38120554.0
Treasure Planet,2002,Mr. Arrow,7.2,38120554.0
Treasure Planet,2002,Onus,7.2,38120554.0
Treasure Planet,2002,Sarah Hawkins,7.2,38120554.0
Treasure Planet,2002,Scroop,7.2,38120554.0
Darkwing Duck,1991,Binkie Muddlefoot,7.6,
Darkwing Duck,1991,Derek Blunt,7.6,
Darkwing Duck,1991,Dr. Reginald Bushroot,7.6,
Darkwing Duck,1991,Drake Mallard (Darkwing Duck),7.6,
Darkwing Duck,1991,Gosalyn Mallard,7.6,
Darkwing Duck,1991,Herb Muddlefoot,7.6,
Darkwing Duck,1991,Honker Muddlefoot,7.6,
Darkwing Duck,1991,J. Gander Hooter,7.6,
Darkwing Duck,1991,The Liquidator,7.6,
Darkwing Duck,1991,Megavolt,7.6,
Darkwing Duck,1991,Morgana McCawber,7.6,
Darkwing Duck,1991,NegaDuck,7.6,
Darkwing Duck,1991,Quackerjack,7.6,
Darkwing Duck,1991,Rhoda Dendron,7.6,
Darkwing Duck,1991,Steelbeak,7.6,
Darkwing Duck,1991,Tank Muddlefoot,7.6,
Darkwing Duck,1991,Taurus Bulba,7.6,
Darkwing Duck,1991,Tuskernini,7.6,
Darkwing Duck,1991,Vladimir Goudenov Grizzlikof,7.6,
Tinker Bell and the Lost Treasure,2009,Blaze,6.7,
Pinocchio,1940,Blue Fairy,7.4,
Pinocchio,1940,Cleo,7.4,
Pinocchio,1940,The Coachman,7.4,
Pinocchio,1940,Figaro the Cat,7.4,
Pinocchio,1940,Geppetto,7.4,
Pinocchio,1940,Gideon,7.4,
Pinocchio,1940,J. Worthington Foulfellow,7.4,
Pinocchio,1940,Jiminy Cricket,7.4,
Pinocchio,1940,Lampwick,7.4,
Pinocchio,1940,Monstro,7.4,
Pinocchio,1940,Pinocchio,7.4,
Pinocchio,1940,Stromboli,7.4,
Bonkers,1993,Bonkers D. Bobcat,6.9,
Bonkers,1993,Fall-Apart Rabbit,6.9,
Bonkers,1993,Miranda Wright,6.9,
Bonkers,1993,Toots,6.9,
Wild About Safety: Timon and Pumbaa Safety Smart at Home!,2008,Boss Beaver,7.3,
Wild About Safety: Timon and Pumbaa Safety Smart at Home!,2008,Cheetata and Cheetato,7.3,
Wild About Safety: Timon and Pumbaa Safety Smart at Home!,2008,Fred,7.3,
Wild About Safety: Timon and Pumbaa Safety Smart at Home!,2008,Quint,7.3,
Wild About Safety: Timon and Pumbaa Safety Smart at Home!,2008,Smolder the Bear,7.3,
Wild About Safety: Timon and Pumbaa Safety Smart at Home!,2008,Speedy the Snail,7.3,
Wild About Safety: Timon and Pumbaa Safety Smart at Home!,2008,Vulture Police,7.3,
Meet the Robinsons,2007,Bowler Hat Guy,6.8,97690955.0
Meet the Robinsons,2007,Carl the Robot,6.8,97690955.0
Meet the Robinsons,2007,Cornelius Robinson,6.8,97690955.0
Meet the Robinsons,2007,Doris,6.8,97690955.0
Meet the Robinsons,2007,Frankie the Frog,6.8,97690955.0
Meet the Robinsons,2007,Franny Robinson,6.8,97690955.0
Meet the Robinsons,2007,Goob,6.8,97690955.0
Meet the Robinsons,2007,Lefty,6.8,97690955.0
Meet the Robinsons,2007,Lewis,6.8,97690955.0
Meet the Robinsons,2007,Lizzy,6.8,97690955.0
Meet the Robinsons,2007,Lucille Krunklehorn,6.8,97690955.0
Meet the Robinsons,2007,Mildred,6.8,97690955.0
Meet the Robinsons,2007,Mr. Willerstein,6.8,97690955.0
Meet the Robinsons,2007,Tiny,6.8,97690955.0
Meet the Robinsons,2007,Uncle Art,6.8,97690955.0
Meet the Robinsons,2007,Wilbur Robinson,6.8,97690955.0
Song of the South,1946,Br'er Bear,7.1,
Song of the South,1946,Br'er Fox,7.1,
Song of the South,1946,Br'er Rabbit,7.1,
Silly Symphonies Souvenirs,2001,Bucky Bug,7.4,
Silly Symphonies Souvenirs,2001,Elmer Elephant,7.4,
Silly Symphonies Souvenirs,2001,Ferdinand the Bull,7.4,
Silly Symphonies Souvenirs,2001,Jenny Wren,7.4,
Silly Symphonies Souvenirs,2001,Joe Giraffe,7.4,
Silly Symphonies Souvenirs,2001,Joey Hippo,7.4,
Silly Symphonies Souvenirs,2001,Tillie Tiger,7.4,
The Emperor's New Groove,2000,Bucky the Squirrel,7.3,87320505.0
The Emperor's New Groove,2000,Chaca,7.3,87320505.0
The Emperor's New Groove,2000,Chicha,7.3,87320505.0
The Emperor's New Groove,2000,Kronk Pepikrankenitz,7.3,87320505.0
The Emperor's New Groove,2000,Kuzco,7.3,87320505.0
The Emperor's New Groove,2000,Pacha,7.3,87320505.0
The Emperor's New Groove,2000,Tipo,7.3,87320505.0
The Emperor's New Groove,2000,Yzma,7.3,87320505.0
The Princess and the Frog,2009,Buford the Cook,7.1,104374107.0
The Princess and the Frog,2009,Charlotte La Bouff,7.1,104374107.0
The Princess and the Frog,2009,Cousin Randy,7.1,104374107.0
The Princess and the Frog,2009,Dr. Facilier,7.1,104374107.0
The Princess and the Frog,2009,"Eli ""Big Daddy"" La Bouff",7.1,104374107.0
The Princess and the Frog,2009,Eudora,7.1,104374107.0
The Princess and the Frog,2009,Evangeline,7.1,104374107.0
The Princess and the Frog,2009,Harvey Fenner,7.1,104374107.0
The Princess and the Frog,2009,Henry Fenner,7.1,104374107.0
The Princess and the Frog,2009,Ian the Alligator,7.1,104374107.0
The Princess and the Frog,2009,Lawrence the Valet,7.1,104374107.0
The Princess and the Frog,2009,Louis the Alligator,7.1,104374107.0
The Princess and the Frog,2009,Mama Odie,7.1,104374107.0
The Princess and the Frog,2009,Marlon the Alligator,7.1,104374107.0
The Princess and the Frog,2009,Prince Naveen,7.1,104374107.0
The Princess and the Frog,2009,Ray the Firefly,7.1,104374107.0
The Princess and the Frog,2009,Tiana,7.1,104374107.0
The Princess and the Frog,2009,Travis,7.1,104374107.0
The Princess and the Frog,2009,Two Fingers,7.1,104374107.0
Bone Trouble,1940,Butch the Bulldog,7.2,
Ralph Breaks the Internet,2018,Butcher Boy,7.1,
Ralph Breaks the Internet,2018,Double Dan,7.1,
Ralph Breaks the Internet,2018,Felony,7.1,
Ralph Breaks the Internet,2018,J.P. Spamley,7.1,
Ralph Breaks the Internet,2018,KnowsMore,7.1,
Ralph Breaks the Internet,2018,Little Debbie,7.1,
Ralph Breaks the Internet,2018,Pyro,7.1,
Ralph Breaks the Internet,2018,Shank,7.1,
Ralph Breaks the Internet,2018,Yesss,7.1,
101 Dalmatians: The Series,1997,Cadpig,6.1,
101 Dalmatians: The Series,1997,Spot,6.1,
Phineas and Ferb,2007,Candace Flynn,7.9,
Phineas and Ferb,2007,Dr. Heinz Doofenshmirtz,7.9,
Phineas and Ferb,2007,Ferb Fletcher,7.9,
Phineas and Ferb,2007,Perry the Platypus,7.9,
Phineas and Ferb,2007,Phineas Flynn,7.9,
One Hundred and One Dalmatians,1961,The Captain,7.2,
One Hundred and One Dalmatians,1961,Duchess,7.2,
One Hundred and One Dalmatians,1961,Lucky,7.2,
One Hundred and One Dalmatians,1961,Nanny,7.2,
One Hundred and One Dalmatians,1961,Patch,7.2,
One Hundred and One Dalmatians,1961,Penny,7.2,
One Hundred and One Dalmatians,1961,Princess,7.2,
One Hundred and One Dalmatians,1961,Rolly,7.2,
Peter Pan,1953,Captain Hook,7.3,
Peter Pan,1953,The Crocodile (Tick Tock),7.3,
Peter Pan,1953,Cubby,7.3,
Peter Pan,1953,George Darling,7.3,
Peter Pan,1953,The Indian Chief,7.3,
Peter Pan,1953,John Darling,7.3,
Peter Pan,1953,Mary Darling,7.3,
Peter Pan,1953,Michael Darling,7.3,
Peter Pan,1953,Mr. Smee,7.3,
Peter Pan,1953,Nana,7.3,
Peter Pan,1953,Nibs,7.3,
Peter Pan,1953,Peter Pan,7.3,
Peter Pan,1953,Slightly,7.3,
Peter Pan,1953,Tiger Lily,7.3,
Peter Pan,1953,Tinker Bell,7.3,
Peter Pan,1953,Tootles,7.3,
Peter Pan,1953,Wendy Darling,7.3,
Dumbo,1941,Casey Junior,7.2,
Dumbo,1941,Catty the Elephant,7.2,
Dumbo,1941,Circus Animals,7.2,
Dumbo,1941,Dumbo,7.2,
Dumbo,1941,Giddy the Elephant,7.2,
Dumbo,1941,Jim Crow,7.2,
Dumbo,1941,Matriarch Elephant,7.2,
Dumbo,1941,Mr. Stork,7.2,
Dumbo,1941,Mrs. Jumbo,7.2,
Dumbo,1941,Prissy the Elephant,7.2,
Dumbo,1941,The Ringmaster,7.2,
Dumbo,1941,Timothy Q. Mouse,7.2,
The Fox and the Hound 2,2006,Cash,5.3,
The Fox and the Hound 2,2006,Dixie,5.3,
The Fox and the Hound 2,2006,Granny Rose,5.3,
The Fox and the Hound 2,2006,Lyle,5.3,
Aladdin and the King of Thieves,1996,Cassim,6.4,
Aladdin and the King of Thieves,1996,Sa'luk,6.4,
Belle's Magical World,1998,Chandeleria,5.4,
Belle's Magical World,1998,Crane,5.4,
Belle's Magical World,1998,LePlume,5.4,
Belle's Magical World,1998,Webster,5.4,
Belle's Magical World,1998,Witherspoon,5.4,
Goof Troop,1992,Chainsaw,6.8,
Goof Troop,1992,Max Goof,6.8,
Goof Troop,1992,Peg Pete,6.8,
Goof Troop,1992,Pete Junior,6.8,
Goof Troop,1992,Pistol Pete,6.8,
Goof Troop,1992,Waffles,6.8,
Mulan,1998,Chi-Fu,7.6,
Mulan,1998,Chien-Po,7.6,
Mulan,1998,Cri-Kee,7.6,
Mulan,1998,Emperor of China,7.6,
Mulan,1998,Fa Li,7.6,
Mulan,1998,Fa Zhou,7.6,
Mulan,1998,First Ancestor Fa,7.6,
Mulan,1998,General Li,7.6,
Mulan,1998,Grandmother Fa,7.6,
Mulan,1998,Li Shang,7.6,
Mulan,1998,Ling,7.6,
Mulan,1998,The Matchmaker,7.6,
Mulan,1998,Mulan,7.6,
Mulan,1998,Mushu,7.6,
Mulan,1998,Shan Yu,7.6,
Mulan,1998,Yao,7.6,
Private Pluto,1943,Chip,6.8,
Private Pluto,1943,Dale,6.8,
Winnie the Pooh and the Honey Tree,1966,Christopher Robin,8.0,
Winnie the Pooh and the Honey Tree,1966,Eeyore,8.0,
Winnie the Pooh and the Honey Tree,1966,Gopher,8.0,
Winnie the Pooh and the Honey Tree,1966,Kanga,8.0,
Winnie the Pooh and the Honey Tree,1966,Owl,8.0,
Winnie the Pooh and the Honey Tree,1966,Bear,8.0,
Winnie the Pooh and the Honey Tree,1966,Roo,8.0,
Winnie the Pooh and the Honey Tree,1966,Winnie the Pooh,8.0,
Orphan's Benefit,1934,Clara Cluck,6.7,
Plane Crazy,1928,Clarabelle Cow,7.3,
Plane Crazy,1928,Minnie Mouse,7.3,
The Rescuers Down Under,1990,Cody,6.9,
The Rescuers Down Under,1990,Doctor Mouse,6.9,
The Rescuers Down Under,1990,Faloo,6.9,
The Rescuers Down Under,1990,Francois,6.9,
The Rescuers Down Under,1990,Frank,6.9,
The Rescuers Down Under,1990,Jake,6.9,
The Rescuers Down Under,1990,Krebbs,6.9,
The Rescuers Down Under,1990,Marahute,6.9,
The Rescuers Down Under,1990,Nurse Mouse,6.9,
The Rescuers Down Under,1990,Percival C. McLeach,6.9,
The Rescuers Down Under,1990,Red,6.9,
The Rescuers Down Under,1990,Wilbur,6.9,
The Black Cauldron,1985,Creeper,6.4,
The Black Cauldron,1985,Dallben,6.4,
The Black Cauldron,1985,Doli,6.4,
The Black Cauldron,1985,Fflewddur Fflam,6.4,
The Black Cauldron,1985,Gurgi,6.4,
The Black Cauldron,1985,Hen Wen,6.4,
The Black Cauldron,1985,The Horned King,6.4,
The Black Cauldron,1985,King Eiddileg,6.4,
The Black Cauldron,1985,Orddu,6.4,
The Black Cauldron,1985,Orgoch,6.4,
The Black Cauldron,1985,Orwen,6.4,
The Black Cauldron,1985,Princess Eilonwy,6.4,
The Black Cauldron,1985,Taran,6.4,
Mr. Duck Steps Out,1940,Daisy Duck,7.5,
Peter Pan 2: Return to Never Land,2002,Danny,5.8,48325822.0
Peter Pan 2: Return to Never Land,2002,Edward,5.8,48325822.0
Peter Pan 2: Return to Never Land,2002,Jane,5.8,48325822.0
Peter Pan 2: Return to Never Land,2002,The Octopus,5.8,48325822.0
My Friends Tigger & Pooh,2007,Darby,5.7,
The Incredibles,2004,Dash Parr,8.0,
The Incredibles,2004,Violet Parr,8.0,
Brother Bear,2003,Denahi,6.8,85095337.0
Brother Bear,2003,Kenai,6.8,85095337.0
Brother Bear,2003,Koda,6.8,85095337.0
Brother Bear,2003,Rutt and Tuke,6.8,85095337.0
Brother Bear,2003,Sitka,6.8,85095337.0
Brother Bear,2003,Tanana,6.8,85095337.0
Brother Bear,2003,Tug,6.8,85095337.0
Oliver,1983,DeSoto,7.6,
Oliver,1983,Dodger,7.6,
Oliver,1983,Einstein,7.6,
Oliver,1983,Fagin,7.6,
Oliver,1983,Francis,7.6,
Oliver,1983,Georgette,7.6,
Oliver,1983,"Jennifer ""Jenny"" Foxworth",7.6,
Oliver,1983,Louie the Hot Dog Man,7.6,
Oliver,1983,Oliver,7.6,
Oliver,1983,Rita,7.6,
Oliver,1983,Roscoe,7.6,
Oliver,1983,Sykes,7.6,
Oliver,1983,Tito,7.6,
Oliver,1983,Winston,7.6,
Donald's Nephews,1938,Dewey,7.2,
Donald's Nephews,1938,Huey,7.2,
Donald's Nephews,1938,Louie,7.2,
The Sleepwalker,2014,Dinah the Dachshund,4.9,2636.0
Gravity Falls,2012,Dipper Pines,8.9,
Gravity Falls,2012,Grunkle Stan,8.9,
Gravity Falls,2012,Mabel Pines,8.9,
TaleSpin,1990,Don Karnage,7.6,
TaleSpin,1990,Kit Cloudkicker,7.6,
TaleSpin,1990,Rebecca Cunningham,7.6,
The Wise Little Hen,1934,Donald Duck,7.2,
The Wise Little Hen,1934,Peter Pig,7.2,
Stitch! The Movie,2003,Dr. Jacques von Hämsterviel,6.2,
Stitch! The Movie,2003,Reuben (Experiment 625),6.2,
Stitch! The Movie,2003,Sparky (Experiment 221),6.2,
Kim Possible,2002,Drew Lipsky / Dr. Drakken,7.2,
Kim Possible,2002,Kim Possible,7.2,
Kim Possible,2002,Ron Stoppable,7.2,
Pete's Dragon,2016,Elliott,6.7,76228119.0
Tangled,2010,Eugene Fitzherbert,7.7,200803309.0
Tangled,2010,Hook Hand,7.7,200803309.0
Tangled,2010,Maximus,7.7,200803309.0
Tangled,2010,Mother Gothel,7.7,200803309.0
Tangled,2010,Pascal,7.7,200803309.0
Tangled,2010,Rapunzel,7.7,200803309.0
Tangled,2010,Stabbington brothers,7.7,200803309.0
Chip 'n' Dale Rescue Rangers,1988,Fat Cat,7.6,
Chip 'n' Dale Rescue Rangers,1988,Gadget Hackwrench,7.6,
Chip 'n' Dale Rescue Rangers,1988,Monterey Jack,7.6,
Chip 'n' Dale Rescue Rangers,1988,Professor Norton Nimnul,7.6,
Chip 'n' Dale Rescue Rangers,1988,Zipper,7.6,
Mickey's Steam Roller,1934,Ferdie Fieldmouse,6.8,
Mickey's Steam Roller,1934,Morty Fieldmouse,6.8,
Journey Into Imagination: With Figment,1999,Figment,6.0,
Higglytown Heroes,2004,Fran,5.3,
Enchanted,2007,Giselle,7.0,127706877.0
Enchanted,2007,Nancy Tremaine,7.0,127706877.0
Enchanted,2007,Nathaniel,7.0,127706877.0
Enchanted,2007,Pip,7.0,127706877.0
Enchanted,2007,Prince Edward,7.0,127706877.0
Enchanted,2007,Queen Narissa,7.0,127706877.0
Secret of the Wings,2012,Gliss,7.1,1871624.0
Secret of the Wings,2012,Periwinkle,7.1,1871624.0
Mickey's Revue,1932,Goofy,6.5,
Moana,2016,Gramma Tala,7.6,248752120.0
Moana,2016,Heihei the Rooster,7.6,248752120.0
Moana,2016,Maui,7.6,248752120.0
Moana,2016,Moana,7.6,248752120.0
Moana,2016,Pua,7.6,248752120.0
Moana,2016,Tamatoa,7.6,248752120.0
Moana,2016,Tui,7.6,248752120.0
Donald's Cousin Gus,1939,Gus Goose,7.0,
Hold That Pose,1950,Humphrey the Bear,7.1,
Grin and Bear It,1954,J. Audubon Woodlore,7.2,
The Nightmare Before Christmas,1993,Jack Skellington,8.0,8616662.0
Melody Time,1948,Johnny Appleseed,6.4,
Melody Time,1948,Little Toot,6.4,
Saludos Amigos,1942,José Carioca,6.2,
Teacher's Pet,1958,Leonard Helperman,7.1,
Teacher's Pet,1958,Mr. Jolly,7.1,
Teacher's Pet,1958,Pretty Boy,7.1,
Teacher's Pet,1958,Spot Helperman/Scott Leadready II,7.1,
Tinker Bell and the Great Fairy Rescue,2010,Lizzy Griffths,6.9,288544.0
Pooh's Heffalump Movie,2005,Lumpy the Heffalump,6.4,18013938.0
Pooh's Heffalump Movie,2005,Mama Heffalump,6.4,18013938.0
The Emperor's New School,2006,Malina,6.6,
Mary Poppins,1964,Mary Poppins,7.8,
Mary Poppins,1964,Penguin Waiters,7.8,
The Tortoise and the Hare,1935,Max Hare,7.2,
The Tortoise and the Hare,1935,Toby Tortoise,7.2,
Steamboat Willie,1928,Mickey Mouse,7.6,
Milo Murphy's Law,2016,Milo Murphy,7.6,
Mickey's Rival,1936,Mortimer Mouse,6.9,
Timon,1973,Natives,8.3,
Finding Nemo,2003,Nemo,8.1,380529370.0
Foods and Fun: A Nutrition Adventure,1980,Orange Bird,,
Trolley Troubles,1927,Oswald the Lucky Rabbit,6.3,
Pepper Ann,1997,Pepper Ann Pearson,7.1,
Alice Solves the Puzzle,1925,Pete,5.8,
Winnie the Pooh and the Blustery Day,1968,Piglet,8.0,
Winnie the Pooh and the Blustery Day,1968,Tigger,8.0,
The Chain Gang,1930,Pluto,6.6,
A Goofy Movie,1995,Powerline,6.8,
A Goofy Movie,1995,Principal Mazur,6.8,
A Goofy Movie,1995,"Robert ""Bobby"" Zimmeruski",6.8,
A Goofy Movie,1995,Roxanne,6.8,
Tangled Ever After,2012,Queen,7.6,
The Little Mermaid: Ariel's Beginning,2008,Queen Athena,6.3,
TRON: Legacy,2010,Sam Flynn,6.8,172051787.0
Mulan: 15th Anniversary - The Voices of Mulan II,2013,Sha-ron,,
The Reluctant Dragon,1941,Sir Giles,7.0,
The Reluctant Dragon,1941,Tobias the Reluctant Dragon,7.0,
Frankenweenie,2012,Sparky,6.9,35287788.0
The Weekenders,2000,Tino Tonitini,8.0,
Fun and Fancy Free,1947,Willie the Giant,6.6,
