Movie Name,Year,Keyword,IMDb Rating,Box Office
The Country Bears,2002,aftercreditsstinger,4.1,16892873.0
The Country Bears,2002,duringcreditsstinger,4.1,16892873.0
Pocahontas,1995,culture clash,6.7,
Pocahontas,1995,forbidden love,6.7,
Pocahontas,1995,colony,6.7,
Pocahontas,1995,musical,6.7,
Pocahontas,1995,gold rush,6.7,
Pocahontas,1995,princess,6.7,
Pocahontas,1995,native american,6.7,
Pocahontas,1995,colonisation,6.7,
Pocahontas,1995,virginia,6.7,
Pocahontas,1995,star crossed lovers,6.7,
Pocahontas,1995,intercultural relationship,6.7,
Pocahontas,1995,"based on myths, legends or folklore",6.7,
Pocahontas,1995,17th century,6.7,
Pocahontas,1995,shamanism,6.7,
Pocahontas,1995,animal sidekick,6.7,
Fantasia,1940,orchestra,7.8,
Fantasia,1940,classical music,7.8,
Fantasia,1940,musical segments,7.8,
The Legend of Coyote Rock,1945,short,6.6,
Sheep Dog,1949,cartoon,6.2,
Sheep Dog,1949,pluto,6.2,
Sheep Dog,1949,coyote,6.2,
Sheep Dog,1949,sheep dog,6.2,
Sheep Dog,1949,short,6.2,
An Extremely Goofy Movie,2000,skateboarding,6.3,
An Extremely Goofy Movie,2000,parent child relationship,6.3,
An Extremely Goofy Movie,2000,college,6.3,
An Extremely Goofy Movie,2000,sport,6.3,
An Extremely Goofy Movie,2000,duringcreditsstinger,6.3,
An Extremely Goofy Movie,2000,father son conflict,6.3,
The Rescuers,1977,kidnapping,6.9,
The Rescuers,1977,mouse,6.9,
The Rescuers,1977,baby-snatching,6.9,
The Rescuers,1977,bottle,6.9,
The Rescuers,1977,rescue,6.9,
The Rescuers,1977,energy,6.9,
The Rescuers,1977,rescue mission,6.9,
The Rescuers,1977,mole,6.9,
The Rescuers,1977,car,6.9,
The Rescuers,1977,hole,6.9,
The Rescuers,1977,tide,6.9,
Three Little Pigs,1933,cartoon,7.5,
Three Little Pigs,1933,big bad wolf,7.5,
Three Little Pigs,1933,silly symphony,7.5,
Three Little Pigs,1933,short,7.5,
Treasure Planet,2002,cyborg,7.2,38120554.0
Treasure Planet,2002,loss of loved one,7.2,38120554.0
Treasure Planet,2002,based on novel or book,7.2,38120554.0
Treasure Planet,2002,space marine,7.2,38120554.0
Treasure Planet,2002,mutiny,7.2,38120554.0
Treasure Planet,2002,map,7.2,38120554.0
Treasure Planet,2002,pirate gang,7.2,38120554.0
Treasure Planet,2002,treasure hunt,7.2,38120554.0
Treasure Planet,2002,little boy,7.2,38120554.0
Treasure Planet,2002,space,7.2,38120554.0
Treasure Planet,2002,alien,7.2,38120554.0
Treasure Planet,2002,money,7.2,38120554.0
Treasure Planet,2002,treasure map,7.2,38120554.0
Treasure Planet,2002,planet,7.2,38120554.0
Treasure Planet,2002,troubled teen,7.2,38120554.0
Treasure Planet,2002,space pirate,7.2,38120554.0
Tinker Bell and the Lost Treasure,2009,friendship,6.7,
Tinker Bell and the Lost Treasure,2009,based on children's book,6.7,
Tinker Bell and the Lost Treasure,2009,anger issues,6.7,
Tinker Bell and the Lost Treasure,2009,inspired by novel,6.7,
Pinocchio,1940,italy,7.4,
Pinocchio,1940,sea,7.4,
Pinocchio,1940,lie,7.4,
Pinocchio,1940,magic,7.4,
Pinocchio,1940,fairy,7.4,
Pinocchio,1940,carnival,7.4,
Pinocchio,1940,donkey,7.4,
Pinocchio,1940,whale,7.4,
Pinocchio,1940,wish,7.4,
Pinocchio,1940,boy,7.4,
Pinocchio,1940,nose,7.4,
Pinocchio,1940,puppet,7.4,
Pinocchio,1940,rescue,7.4,
Pinocchio,1940,conscience,7.4,
Pinocchio,1940,jackass,7.4,
Pinocchio,1940,wish fulfillment,7.4,
Pinocchio,1940,toy comes to life,7.4,
Meet the Robinsons,2007,saving the world,6.8,97690955.0
Meet the Robinsons,2007,tyrannosaurus rex,6.8,97690955.0
Meet the Robinsons,2007,adoption,6.8,97690955.0
Meet the Robinsons,2007,future,6.8,97690955.0
Meet the Robinsons,2007,time travel,6.8,97690955.0
Meet the Robinsons,2007,time machine,6.8,97690955.0
Meet the Robinsons,2007,mythical creature,6.8,97690955.0
Meet the Robinsons,2007,friendship,6.8,97690955.0
Meet the Robinsons,2007,best friend,6.8,97690955.0
Meet the Robinsons,2007,rescue team,6.8,97690955.0
Meet the Robinsons,2007,family,6.8,97690955.0
Meet the Robinsons,2007,3d,6.8,97690955.0
Song of the South,1946,southern,7.1,
The Emperor's New Groove,2000,central and south america,7.3,87320505.0
The Emperor's New Groove,2000,birthday,7.3,87320505.0
The Emperor's New Groove,2000,emperor,7.3,87320505.0
The Emperor's New Groove,2000,palace,7.3,87320505.0
The Emperor's New Groove,2000,kingdom,7.3,87320505.0
The Emperor's New Groove,2000,berater,7.3,87320505.0
The Emperor's New Groove,2000,inca,7.3,87320505.0
The Emperor's New Groove,2000,llama,7.3,87320505.0
The Princess and the Frog,2009,new orleans,7.1,104374107.0
The Princess and the Frog,2009,voodoo,7.1,104374107.0
The Princess and the Frog,2009,frog,7.1,104374107.0
The Princess and the Frog,2009,kiss,7.1,104374107.0
The Princess and the Frog,2009,princess,7.1,104374107.0
The Princess and the Frog,2009,cajun,7.1,104374107.0
The Princess and the Frog,2009,firefly,7.1,104374107.0
The Princess and the Frog,2009,based on fairy tale,7.1,104374107.0
The Princess and the Frog,2009,duringcreditsstinger,7.1,104374107.0
The Princess and the Frog,2009,big dreams,7.1,104374107.0
The Princess and the Frog,2009,frog prince,7.1,104374107.0
The Princess and the Frog,2009,charlatan,7.1,104374107.0
The Princess and the Frog,2009,1920s,7.1,104374107.0
Bone Trouble,1940,cartoon,7.2,
Bone Trouble,1940,short,7.2,
Ralph Breaks the Internet,2018,video game,7.1,
Ralph Breaks the Internet,2018,sequel,7.1,
Ralph Breaks the Internet,2018,internet,7.1,
Ralph Breaks the Internet,2018,lethal virus,7.1,
Ralph Breaks the Internet,2018,aftercreditsstinger,7.1,
Ralph Breaks the Internet,2018,duringcreditsstinger,7.1,
One Hundred and One Dalmatians,1961,"london, england",7.2,
One Hundred and One Dalmatians,1961,puppy,7.2,
One Hundred and One Dalmatians,1961,dog,7.2,
One Hundred and One Dalmatians,1961,dalmatian,7.2,
One Hundred and One Dalmatians,1961,female villain,7.2,
Peter Pan,1953,flying,7.3,
Peter Pan,1953,sibling relationship,7.3,
Peter Pan,1953,becoming an adult,7.3,
Peter Pan,1953,magic,7.3,
Peter Pan,1953,fairy,7.3,
Peter Pan,1953,child hero,7.3,
Peter Pan,1953,bravery,7.3,
Peter Pan,1953,musical,7.3,
Peter Pan,1953,pirate gang,7.3,
Peter Pan,1953,mermaid,7.3,
Peter Pan,1953,pirate,7.3,
Peter Pan,1953,native peoples,7.3,
Dumbo,1941,circus,7.2,
Dumbo,1941,mother,7.2,
Dumbo,1941,dream,7.2,
Dumbo,1941,mouse,7.2,
Dumbo,1941,elephant,7.2,
Dumbo,1941,nightmare,7.2,
Dumbo,1941,suffering,7.2,
Dumbo,1941,clown,7.2,
Dumbo,1941,ear,7.2,
Dumbo,1941,musical,7.2,
Dumbo,1941,crow,7.2,
Dumbo,1941,affection,7.2,
Dumbo,1941,storch,7.2,
Dumbo,1941,big ears,7.2,
The Fox and the Hound 2,2006,fox,5.3,
The Fox and the Hound 2,2006,dog,5.3,
Aladdin and the King of Thieves,1996,musical,6.4,
Aladdin and the King of Thieves,1996,flying carpet,6.4,
Aladdin and the King of Thieves,1996,orient,6.4,
Aladdin and the King of Thieves,1996,sequel,6.4,
Aladdin and the King of Thieves,1996,genie,6.4,
Aladdin and the King of Thieves,1996,arabian nights,6.4,
Belle's Magical World,1998,teamwork,5.4,
Belle's Magical World,1998,friendship,5.4,
Belle's Magical World,1998,princess,5.4,
Mulan,1998,homeland,7.6,
Mulan,1998,musical,7.6,
Mulan,1998,training,7.6,
Mulan,1998,daughter,7.6,
Mulan,1998,cricket,7.6,
Mulan,1998,princess,7.6,
Mulan,1998,dragon,7.6,
Mulan,1998,ancient china,7.6,
Mulan,1998,luck,7.6,
Mulan,1998,great wall of china,7.6,
Private Pluto,1943,infantry,6.8,
Private Pluto,1943,wartime,6.8,
Private Pluto,1943,chip n dale,6.8,
Private Pluto,1943,pluto,6.8,
Private Pluto,1943,short,6.8,
Plane Crazy,1928,silent film,7.3,
Plane Crazy,1928,sound,7.3,
The Rescuers Down Under,1990,diamond,6.9,
The Rescuers Down Under,1990,kidnapping,6.9,
The Rescuers Down Under,1990,mouse,6.9,
The Rescuers Down Under,1990,alligator,6.9,
The Rescuers Down Under,1990,baby-snatching,6.9,
The Rescuers Down Under,1990,eagle,6.9,
The Rescuers Down Under,1990,australia,6.9,
The Rescuers Down Under,1990,waterfall,6.9,
The Rescuers Down Under,1990,poacher,6.9,
The Rescuers Down Under,1990,nest,6.9,
The Rescuers Down Under,1990,australian outback,6.9,
The Black Cauldron,1985,sword,6.4,
The Black Cauldron,1985,pig,6.4,
Mr. Duck Steps Out,1940,cartoon,7.5,
Mr. Duck Steps Out,1940,short,7.5,
Peter Pan 2: Return to Never Land,2002,flying,5.8,48325822.0
Peter Pan 2: Return to Never Land,2002,peter pan,5.8,48325822.0
Peter Pan 2: Return to Never Land,2002,sequel,5.8,48325822.0
The Incredibles,2004,secret identity,8.0,
The Incredibles,2004,secret,8.0,
The Incredibles,2004,hero,8.0,
The Incredibles,2004,island,8.0,
The Incredibles,2004,wretch,8.0,
The Incredibles,2004,weapon,8.0,
The Incredibles,2004,lawsuit,8.0,
The Incredibles,2004,superhero,8.0,
The Incredibles,2004,super power,8.0,
Brother Bear,2003,sibling relationship,6.8,85095337.0
Brother Bear,2003,grizzly bear,6.8,85095337.0
Brother Bear,2003,inuit,6.8,85095337.0
Brother Bear,2003,transformation,6.8,85095337.0
Brother Bear,2003,friendship,6.8,85095337.0
Brother Bear,2003,bear,6.8,85095337.0
Brother Bear,2003,sibling rivalry,6.8,85095337.0
Brother Bear,2003,turns into animal,6.8,85095337.0
Brother Bear,2003,unlikely friendship,6.8,85095337.0
Brother Bear,2003,aftercreditsstinger,6.8,85095337.0
Brother Bear,2003,duringcreditsstinger,6.8,85095337.0
Brother Bear,2003,animal lead,6.8,85095337.0
Brother Bear,2003,brother bear,6.8,85095337.0
Brother Bear,2003,bjørne brødre,6.8,85095337.0
Oliver,1983,gay interest,7.6,
Oliver,1983,male prostitute,7.6,
The Sleepwalker,2014,woman director,4.9,2636.0
The Sleepwalker,2014,young couple,4.9,2636.0
The Sleepwalker,2014,secluded,4.9,2636.0
The Sleepwalker,2014,family estate,4.9,2636.0
The Wise Little Hen,1934,silly symphony,7.2,
The Wise Little Hen,1934,cartoon chicken,7.2,
The Wise Little Hen,1934,cartoon pig,7.2,
The Wise Little Hen,1934,harvest,7.2,
The Wise Little Hen,1934,faking illness,7.2,
The Wise Little Hen,1934,short,7.2,
Pete's Dragon,2016,feral child,6.7,76228119.0
Pete's Dragon,2016,remake,6.7,76228119.0
Pete's Dragon,2016,dragon,6.7,76228119.0
Pete's Dragon,2016,orphan,6.7,76228119.0
Pete's Dragon,2016,pacific northwest,6.7,76228119.0
Pete's Dragon,2016,1980s,6.7,76228119.0
Pete's Dragon,2016,live action and animation,6.7,76228119.0
Tangled,2010,hostage,7.7,200803309.0
Tangled,2010,magic,7.7,200803309.0
Tangled,2010,horse,7.7,200803309.0
Tangled,2010,fairy tale,7.7,200803309.0
Tangled,2010,musical,7.7,200803309.0
Tangled,2010,blonde,7.7,200803309.0
Tangled,2010,princess,7.7,200803309.0
Tangled,2010,tower,7.7,200803309.0
Tangled,2010,selfishness,7.7,200803309.0
Tangled,2010,healing power,7.7,200803309.0
Tangled,2010,based on fairy tale,7.7,200803309.0
Tangled,2010,duringcreditsstinger,7.7,200803309.0
Tangled,2010,healing gift,7.7,200803309.0
Tangled,2010,animal sidekick,7.7,200803309.0
Tangled,2010,rapunzel,7.7,200803309.0
Enchanted,2007,poison,7.0,127706877.0
Enchanted,2007,queen,7.0,127706877.0
Enchanted,2007,fairy tale,7.0,127706877.0
Enchanted,2007,musical,7.0,127706877.0
Enchanted,2007,princess,7.0,127706877.0
Enchanted,2007,portal,7.0,127706877.0
Enchanted,2007,"manhattan, new york city",7.0,127706877.0
Enchanted,2007,fantasy world,7.0,127706877.0
Enchanted,2007,evil witch,7.0,127706877.0
Enchanted,2007,part animation,7.0,127706877.0
Enchanted,2007,central park new york city,7.0,127706877.0
Secret of the Wings,2012,winter,7.1,1871624.0
Secret of the Wings,2012,fairy,7.1,1871624.0
Secret of the Wings,2012,fairy tale,7.1,1871624.0
Secret of the Wings,2012,cold,7.1,1871624.0
Secret of the Wings,2012,separation,7.1,1871624.0
Secret of the Wings,2012,duringcreditsstinger,7.1,1871624.0
Secret of the Wings,2012,woman director,7.1,1871624.0
Secret of the Wings,2012,3d,7.1,1871624.0
Moana,2016,ocean,7.6,248752120.0
Moana,2016,sailboat,7.6,248752120.0
Moana,2016,sea,7.6,248752120.0
Moana,2016,mythology,7.6,248752120.0
Moana,2016,island,7.6,248752120.0
Moana,2016,musical,7.6,248752120.0
Moana,2016,curse,7.6,248752120.0
Moana,2016,young girl,7.6,248752120.0
Moana,2016,sailor,7.6,248752120.0
Moana,2016,aftercreditsstinger,7.6,248752120.0
Moana,2016,demigod,7.6,248752120.0
Moana,2016,polynesia,7.6,248752120.0
Moana,2016,voyage,7.6,248752120.0
Moana,2016,pacific  ocean,7.6,248752120.0
Moana,2016,quest,7.6,248752120.0
Moana,2016,island life,7.6,248752120.0
Moana,2016,animal sidekick,7.6,248752120.0
Donald's Cousin Gus,1939,short,7.0,
The Nightmare Before Christmas,1993,holiday,8.0,8616662.0
The Nightmare Before Christmas,1993,fire,8.0,8616662.0
The Nightmare Before Christmas,1993,santa claus,8.0,8616662.0
The Nightmare Before Christmas,1993,magic,8.0,8616662.0
The Nightmare Before Christmas,1993,halloween,8.0,8616662.0
The Nightmare Before Christmas,1993,skeleton,8.0,8616662.0
The Nightmare Before Christmas,1993,musical,8.0,8616662.0
The Nightmare Before Christmas,1993,christmas tree,8.0,8616662.0
The Nightmare Before Christmas,1993,woods,8.0,8616662.0
The Nightmare Before Christmas,1993,stop motion,8.0,8616662.0
The Nightmare Before Christmas,1993,pumpkin,8.0,8616662.0
The Nightmare Before Christmas,1993,jack o lantern,8.0,8616662.0
The Nightmare Before Christmas,1993,saving christmas,8.0,8616662.0
The Nightmare Before Christmas,1993,christmas,8.0,8616662.0
Saludos Amigos,1942,brazil,6.2,
Saludos Amigos,1942,culture,6.2,
Tinker Bell and the Great Fairy Rescue,2010,"london, england",6.9,288544.0
Tinker Bell and the Great Fairy Rescue,2010,flying,6.9,288544.0
Tinker Bell and the Great Fairy Rescue,2010,countryside,6.9,288544.0
Tinker Bell and the Great Fairy Rescue,2010,parent child relationship,6.9,288544.0
Tinker Bell and the Great Fairy Rescue,2010,magic,6.9,288544.0
Tinker Bell and the Great Fairy Rescue,2010,fairy,6.9,288544.0
Tinker Bell and the Great Fairy Rescue,2010,fairy tale,6.9,288544.0
Tinker Bell and the Great Fairy Rescue,2010,peter pan,6.9,288544.0
Tinker Bell and the Great Fairy Rescue,2010,vacation,6.9,288544.0
Tinker Bell and the Great Fairy Rescue,2010,friends,6.9,288544.0
Tinker Bell and the Great Fairy Rescue,2010,growing up,6.9,288544.0
Tinker Bell and the Great Fairy Rescue,2010,rescue,6.9,288544.0
Tinker Bell and the Great Fairy Rescue,2010,summer,6.9,288544.0
Tinker Bell and the Great Fairy Rescue,2010,scientist,6.9,288544.0
Tinker Bell and the Great Fairy Rescue,2010,human,6.9,288544.0
Tinker Bell and the Great Fairy Rescue,2010,father daughter conflict,6.9,288544.0
Tinker Bell and the Great Fairy Rescue,2010,tinkerbell,6.9,288544.0
Mary Poppins,1964,"london, england",7.8,
Mary Poppins,1964,dancing,7.8,
Mary Poppins,1964,sibling relationship,7.8,
Mary Poppins,1964,parent child relationship,7.8,
Mary Poppins,1964,bank,7.8,
Mary Poppins,1964,famous score,7.8,
Mary Poppins,1964,confidence,7.8,
Mary Poppins,1964,nanny,7.8,
Mary Poppins,1964,laughing,7.8,
Mary Poppins,1964,magic,7.8,
Mary Poppins,1964,penguin,7.8,
Mary Poppins,1964,musical,7.8,
Mary Poppins,1964,fox hunt,7.8,
Mary Poppins,1964,kite flying,7.8,
Mary Poppins,1964,live action and animation,7.8,
Mary Poppins,1964,1910s,7.8,
Mary Poppins,1964,chimney sweep,7.8,
Mary Poppins,1964,suffragettes,7.8,
The Tortoise and the Hare,1935,silly symphony,7.2,
The Tortoise and the Hare,1935,tortoise,7.2,
The Tortoise and the Hare,1935,aesop's fables,7.2,
The Tortoise and the Hare,1935,short,7.2,
Steamboat Willie,1928,musical,7.6,
Mickey's Rival,1936,jealousy,6.9,
Mickey's Rival,1936,romantic rivalry,6.9,
Mickey's Rival,1936,minnie mouse,6.9,
Mickey's Rival,1936,short,6.9,
Timon,1973,stage play,8.3,
Finding Nemo,2003,parent child relationship,8.1,380529370.0
Finding Nemo,2003,harbor,8.1,380529370.0
Finding Nemo,2003,anthropomorphism,8.1,380529370.0
Finding Nemo,2003,underwater,8.1,380529370.0
Finding Nemo,2003,shark,8.1,380529370.0
Finding Nemo,2003,pelican,8.1,380529370.0
Finding Nemo,2003,fish tank,8.1,380529370.0
Finding Nemo,2003,great barrier reef,8.1,380529370.0
Finding Nemo,2003,sea turtle,8.1,380529370.0
Finding Nemo,2003,missing child,8.1,380529370.0
Finding Nemo,2003,aftercreditsstinger,8.1,380529370.0
Finding Nemo,2003,duringcreditsstinger,8.1,380529370.0
Finding Nemo,2003,short term memory loss,8.1,380529370.0
Finding Nemo,2003,clownfish,8.1,380529370.0
Finding Nemo,2003,father son reunion,8.1,380529370.0
Finding Nemo,2003,protective father,8.1,380529370.0
Foods and Fun: A Nutrition Adventure,1980,health,,
Foods and Fun: A Nutrition Adventure,1980,educational,,
Trolley Troubles,1927,silent film,6.3,
Winnie the Pooh and the Blustery Day,1968,short,8.0,
A Goofy Movie,1995,parent child relationship,6.8,
A Goofy Movie,1995,pop singer,6.8,
A Goofy Movie,1995,musical,6.8,
A Goofy Movie,1995,celebrity,6.8,
A Goofy Movie,1995,road trip,6.8,
A Goofy Movie,1995,dead mother,6.8,
A Goofy Movie,1995,first love,6.8,
A Goofy Movie,1995,goofy,6.8,
Tangled Ever After,2012,princess,7.6,
Tangled Ever After,2012,wedding ring,7.6,
Tangled Ever After,2012,wedding,7.6,
The Little Mermaid: Ariel's Beginning,2008,mermaid,6.3,
The Little Mermaid: Ariel's Beginning,2008,prequel,6.3,
The Little Mermaid: Ariel's Beginning,2008,children,6.3,
The Little Mermaid: Ariel's Beginning,2008,woman director,6.3,
The Little Mermaid: Ariel's Beginning,2008,undersea city,6.3,
TRON: Legacy,2010,artificial intelligence,6.8,172051787.0
TRON: Legacy,2010,secret identity,6.8,172051787.0
TRON: Legacy,2010,computer program,6.8,172051787.0
TRON: Legacy,2010,dystopia,6.8,172051787.0
TRON: Legacy,2010,computer,6.8,172051787.0
TRON: Legacy,2010,deception,6.8,172051787.0
TRON: Legacy,2010,duel,6.8,172051787.0
TRON: Legacy,2010,motorcycle,6.8,172051787.0
TRON: Legacy,2010,neon light,6.8,172051787.0
TRON: Legacy,2010,autocracy,6.8,172051787.0
The Reluctant Dragon,1941,dragon,7.0,
Frankenweenie,2012,shyness,6.9,35287788.0
Frankenweenie,2012,stop motion,6.9,35287788.0
Frankenweenie,2012,black and white,6.9,35287788.0
Frankenweenie,2012,retro,6.9,35287788.0
Frankenweenie,2012,dog,6.9,35287788.0
Frankenweenie,2012,animal death,6.9,35287788.0
Frankenweenie,2012,animal lover,6.9,35287788.0
